year,position,heightfeet,heightinches,heightinchestotal,weight,arms,hands,fortyyd,twentyyd,tenyd,twentyss,threecone,vertical,broad,bench,nflgrade,college,
2002,QB,6,2,74,220,0,0,4.93,0,0,4.14,0,34,112,0,0,,0
2001,OLB,5,11,71,219,0,0,4.82,0,0,0,0,0,104,24,0,Clemson,7
2001,FB,6,1,73,257,0,0,4.47,0,0,4.16,0,34,115,15,0,Nebraska,6
2001,OLB,6,1,73,238,0,0,4.65,0,0,0,0,0,0,25,0,Florida State,3
2001,RB,5,9,69,194,0,0,4.62,0,0,0,0,31,0,15,0,,0
2001,CB,5,11,71,192,0,0,4.44,0,0,3.9,0,39.5,121,14,0,Syracuse,1
2001,WR,6,2,74,184,0,0,4.57,0,0,0,0,34.5,115,0,0,Grambling State,5
2001,SS,6,1,73,211,0,0,4.46,0,0,0,0,0,0,31,0,Arizona State,1
2001,OG,6,6,78,293,0,0,5.11,0,0,4.87,0,33.5,109,20,0,,0
2001,TE,6,4,76,255,0,0,4.76,0,0,4.19,0,33,106,22,0,Virginia,5
2001,OT,6,6,78,310,0,0,5.37,0,0,4.67,0,27,99,25,0,Michigan,1
2001,WR,6,5,77,201,0,0,4.47,0,0,0,0,30.5,110,0,0,Eastern Kentucky,5
2001,RB,6,1,73,235,0,0,4.56,0,0,0,0,32,0,0,0,Pittsburgh,3
2001,FS,6,2,74,206,0,0,4.56,0,0,4.25,0,40,126,22,0,Memphis,2
2001,CB,6,2,74,204,0,0,4.53,0,0,4.21,0,37.5,122,0,0,Baylor,2
2001,QB,6,1,73,227,0,0,4.85,0,0,4.38,0,29.5,102,0,0,,0
2001,DE,6,4,76,270,0,0,4.83,0,0,4.3,0,34.5,110,26,0,Kansas State,4
2001,ILB,6,1,73,234,0,0,4.64,0,0,4.5,0,38.5,124,24,0,Georgia,2
2001,DT,6,2,74,319,0,0,5.32,0,0,4.71,0,0,98,17,0,Memphis,4
2001,RB,5,9,69,207,0,0,4.38,0,0,0,0,39.5,0,13,0,Wisconsin,1
2001,WR,6,1,73,191,0,0,4.43,0,0,4.08,0,39.5,122,0,0,Northern Iowa,5
2001,SS,5,10,70,217,0,0,4.6,0,0,0,0,0,0,22,0,Virginia Tech,3
2001,FB,5,10,70,255,0,0,4.97,0,0,4.38,0,33.5,108,32,0,,0
2001,SS,6,1,73,205,0,0,4.74,0,0,4.2,0,35.5,115,0,0,,0
2001,CB,6,1,73,210,0,0,4.54,0,0,4.28,0,37,121,17,0,Northwestern,7
2001,RB,5,10,70,194,0,0,4.36,0,0,4.09,0,35.5,0,18,0,Stephen F. Austin,5
2001,QB,6,3,75,221,0,0,4.9,0,0,4.48,0,29.5,105,0,0,LSU,6
2001,OG,6,7,79,332,0,0,5.05,0,0,4.83,0,30.5,107,25,0,,0
2001,SS,5,11,71,207,0,0,4.59,0,0,4.24,0,32.5,117,0,0,Penn State,3
2001,OLB,6,1,73,243,0,0,4.67,0,0,4.28,0,34,114,19,0,,0
2001,QB,6,1,73,213,0,0,4.83,0,0,4.21,7.09,32,105,0,0,Purdue,2
2001,TE,6,4,76,255,0,0,4.73,0,0,4.18,0,36,117,14,0,San Jose State,3
2001,OT,6,5,77,329,0,0,5.33,0,0,0,0,0,0,30,0,,0
2001,CB,5,11,71,190,0,0,4.65,0,0,4.15,0,37.5,117,10,0,,0
2001,RB,6,1,73,226,0,0,4.53,0,0,4.06,0,40,0,11,0,Nebraska,4
2001,DE,6,3,75,264,0,0,4.92,0,0,0,0,40,125,24,0,Mississippi,3
2001,CB,5,10,70,173,0,0,4.57,0,0,4.4,0,36,121,11,0,Kansas State,5
2001,WR,5,11,71,177,0,0,4.39,0,0,0,0,36.5,126,0,0,Florida,7
2001,TE,6,5,77,246,0,0,4.9,0,0,4.21,0,36,115,16,0,,0
2001,FS,6,1,73,214,0,0,4.59,0,0,4.18,0,34,106,21,0,Clemson,7
2001,DE,6,5,77,249,0,0,4.84,0,0,4.24,0,38.5,132,20,0,California,1
2001,WR,6,1,73,180,0,0,4.35,2.54,1.55,4.25,7.28,42.5,134,0,0,Troy,5
2001,QB,6,2,74,225,0,0,4.58,0,0,4.12,0,35.5,113,0,0,Georgia,2
2001,ILB,6,4,76,227,0,0,4.67,0,0,4.25,0,37.5,118,23,0,Arkansas,2
2001,WR,6,1,73,210,0,0,4.33,0,0,4,0,45,134,0,0,Wisconsin,2
2001,DT,6,4,76,299,0,0,4.98,0,0,0,0,0,0,32,0,,0
2001,OLB,6,2,74,238,0,0,4.77,0,0,4.21,0,40,119,24,0,Wyoming,5
2001,CB,5,9,69,181,0,0,4.55,0,0,0,0,0,0,11,0,Florida State,3
2001,QB,6,5,77,238,0,0,5.22,0,0,4.62,0,29.5,101,0,0,,0
2001,RB,6,1,73,193,0,0,4.42,0,0,4.07,0,35,0,8,0,Ohio State,7
2001,FB,5,10,70,226,0,0,4.8,0,0,4.38,0,29.5,108,17,0,Illinois,6
2001,DE,6,5,77,272,0,0,4.95,0,0,4.21,0,35.5,114,24,0,Nebraska-Omaha,6
2001,SS,6,1,73,222,0,0,4.45,0,0,3.9,0,41.5,130,0,0,Kansas State,5
2001,CB,5,8,68,178,0,0,4.6,0,0,4.4,0,35.5,118,13,0,,0
2001,OLB,6,3,75,242,0,0,5.03,0,0,4.3,0,31,109,19,0,Colorado State,6
2001,RB,5,11,71,225,0,0,4.76,0,0,4.32,0,37,0,15,0,,0
2001,TE,6,3,75,266,0,0,4.76,0,0,4.43,0,34,112,22,0,North Carolina,2
2001,OG,6,5,77,318,0,0,5.53,0,0,5.06,0,24.5,91,17,0,,0
2001,DT,6,4,76,302,0,0,5.1,0,0,4.9,0,27.5,99,23,0,USC,7
2001,OT,6,6,78,370,0,0,5.32,0,0,5.18,0,28,105,33,0,Texas,1
2001,OG,6,4,76,307,0,0,5.24,0,0,4.6,0,31.5,106,32,0,Idaho,7
2001,OT,6,7,79,338,0,0,5.13,0,0,4.46,0,34,102,0,0,Northern Illinois,4
2001,SS,6,1,73,213,0,0,4.63,0,0,0,0,37,117,17,0,Alabama,2
2001,OT,6,6,78,348,0,0,6.03,0,0,0,0,0,0,16,0,,0
2001,DT,6,4,76,302,0,0,5.23,0,0,0,0,0,0,27,0,Syracuse,3
2001,OG,6,4,76,303,0,0,5.3,0,0,0,0,32,110,17,0,Alabama,5
2001,CB,5,11,71,192,0,0,4.55,0,0,0,0,31.5,114,0,0,,0
2001,CB,6,1,73,210,0,0,4.59,0,0,0,0,34.5,119,19,0,,0
2001,DT,6,3,75,293,0,0,4.86,0,0,0,0,0,0,0,0,Texas A&M,3
2001,FB,6,1,73,246,0,0,4.56,0,0,4.24,0,34.5,111,30,0,Auburn,3
2001,DT,6,2,74,295,0,0,5.29,0,0,0,0,0,0,0,0,Kansas State,5
2001,WR,6,1,73,205,0,0,4.48,0,0,4.07,0,36.5,120,0,0,Texas A&M,2
2001,OG,6,2,74,314,0,0,5.3,0,0,0,0,0,0,17,0,Wisconsin,4
2001,TE,6,4,76,262,0,0,5.09,0,0,4.59,0,33.5,103,15,0,North Carolina,7
2001,WR,5,11,71,195,0,0,4.55,2.63,1.59,3.96,6.98,35.5,114,0,0,Chattanooga,7
2001,OG,6,3,75,312,0,0,5.28,0,0,4.77,0,27,97,23,0,Hawaii,7
2001,FS,6,1,73,204,0,0,4.54,0,0,0,0,0,0,20,0,,0
2001,FS,5,10,70,186,0,0,4.45,0,0,4.21,0,36,114,18,0,TCU,4
2001,OG,6,5,77,305,0,0,5.2,0,0,4.71,0,30.5,103,0,0,Notre Dame,3
2001,WR,6,2,74,219,0,0,4.48,0,0,0,0,36,0,0,0,Clemson,1
2001,OC,6,2,74,303,0,0,5,0,0,4.53,0,32.5,114,37,0,Texas A&M-Kingsville,4
2001,WR,6,1,73,183,0,0,4.39,0,0,0,0,32,0,0,0,Ohio State,7
2001,SS,6,2,74,218,0,0,4.45,0,0,0,0,0,0,17,0,Florida State,1
2001,OLB,6,1,73,236,0,0,4.94,0,0,4.31,0,36,115,14,0,Texas A&M,6
2001,CB,5,10,70,202,0,0,4.53,0,0,4.34,0,39,109,0,0,,0
2001,OLB,6,1,73,237,0,0,4.69,0,0,4.08,0,33.5,112,21,0,Syracuse,3
2001,QB,6,4,76,199,0,0,4.83,0,0,0,0,0,0,0,0,,0
2001,OG,6,6,78,298,0,0,5.3,0,0,0,0,0,0,23,0,Minnesota,6
2001,FS,6,4,76,198,0,0,4.5,0,0,0,0,36.5,127,14,0,Appalachian State,7
2001,OC,6,5,77,303,0,0,5.26,0,0,4.62,0,33.5,106,17,0,Minnesota,4
2001,DT,6,1,73,314,0,0,5.25,0,0,0,0,0,0,34,0,Texas,1
2001,TE,6,4,76,260,0,0,4.93,0,0,0,0,26,0,11,0,,0
2001,SS,6,1,73,200,0,0,4.56,0,0,0,0,34.5,119,12,0,Boise State,7
2001,ILB,6,1,73,250,0,0,4.86,0,0,4.56,0,36.5,114,18,0,Western Illinois,4
2001,QB,6,1,73,211,0,0,4.83,0,0,4.4,0,33,113,0,0,,0
2001,DE,6,5,77,255,0,0,4.91,0,0,4.43,0,41,127,21,0,Iowa State,3
2001,TE,6,5,77,252,0,0,4.68,0,0,0,0,32,0,22,0,Arizona State,1
2001,CB,6,2,74,202,0,0,4.48,0,0,4.12,0,40.5,125,10,0,Georgia,4
2001,CB,6,1,73,198,0,0,4.6,0,0,4.21,0,41,126,15,0,South Florida,4
2001,RB,5,9,69,223,0,0,4.61,0,0,0,0,35.5,0,23,0,Tennessee,2
2001,DE,6,3,75,280,0,0,5.16,0,0,4.43,0,36,114,26,0,,0
2001,QB,6,2,74,215,0,0,4.85,0,0,4.15,0,37.5,114,0,0,Oklahoma,6
2001,CB,5,11,71,178,0,0,4.68,0,0,4.18,0,35.5,116,10,0,Michigan State,7
2001,OG,6,4,76,300,0,0,5.4,0,0,4.6,0,26.5,95,16,0,Nebraska,5
2001,OLB,6,4,76,244,0,0,4.49,0,0,4.09,0,32,120,21,0,North Carolina,3
2001,OC,6,3,75,290,0,0,5.5,0,0,4.54,0,29,102,26,0,,0
2001,TE,6,3,75,253,0,0,4.91,0,0,4.4,0,38.5,113,20,0,Notre Dame,4
2001,DE,6,2,74,284,0,0,4.9,0,0,4.43,0,34.5,111,19,0,UTEP,6
2001,CB,5,11,71,186,0,0,4.58,0,0,3.85,0,42,129,6,0,Louisville,6
2001,RB,5,9,69,194,0,0,4.6,0,0,4.3,0,32.5,0,0,0,,0
2001,WR,5,11,71,191,0,0,4.5,0,0,4.18,0,36,116,0,0,,0
2001,DT,6,4,76,295,0,0,4.94,0,0,0,0,0,0,23,0,Stanford,2
2001,FS,6,1,73,204,0,0,4.64,0,0,4.12,0,37,121,14,0,Colorado State,4
2001,OLB,6,3,75,245,0,0,4.7,0,0,0,0,0,0,16,0,Fresno State,4
2001,OG,6,5,77,315,0,0,5.15,0,0,4.74,0,33.5,106,31,0,Michigan,1
2001,RB,5,11,71,210,0,0,4.55,0,0,0,0,35,0,0,0,Miami (FL),3
2001,WR,6,2.25,74.25,204,0,0,4.49,0,0,0,0,43,134,0,0,TCU,4
2001,FS,6,1,73,186,0,0,4.5,0,0,4.2,0,34.5,118,9,0,Texas A&M,6
2001,DT,6,5,77,316,0,0,5.19,0,0,4.41,0,31,108,33,0,Maryland,2
2001,QB,6,1,73,234,0,0,4.82,0,0,4.4,0,34.5,108,0,0,,0
2001,OT,6,4,76,334,0,0,5.31,0,0,4.93,0,29.5,107,31,0,Georgia,3
2001,CB,5,10,70,202,0,0,4.67,0,0,4.07,0,34,120,11,0,,0
2001,WR,6,1,73,192,0,0,4.57,0,0,4.14,0,33,108,0,0,Oregon State,2
2001,TE,6,6,78,257,0,0,4.9,0,0,0,0,29,0,18,0,,0
2001,RB,5,10,70,227,0,0,4.57,0,0,4.22,0,37.5,0,24,0,Auburn,4
2001,OT,6,3,75,306,0,0,5.01,0,0,0,0,0,0,31,0,South Florida,4
2001,RB,5,10,70,234,0,0,4.57,0,0,0,0,37,0,24,0,Maryland,2
2001,CB,6,1,73,199,0,0,4.54,0,0,4.21,0,34.5,113,0,0,Penn State,3
2001,WR,6,1,73,199,0,0,4.42,0,0,3.73,0,43.5,126,0,0,Iowa,6
2001,OG,6,4,76,308,0,0,5.24,0,0,0,0,32.5,0,28,0,,0
2001,CB,5,11,71,199,0,0,4.46,0,0,4.18,0,36,119,15,0,Kentucky,3
2001,DE,6,5,77,254,0,0,4.93,0,0,4.55,0,28.5,114,20,0,,0
2001,WR,6,1,73,199,0,0,4.61,0,0,0,0,35.5,0,0,0,Miami (FL),7
2001,DE,6,3,75,290,0,0,4.87,0,0,4.36,0,34.5,111,25,0,Wisconsin,7
2001,DE,6,4,76,252,0,0,4.97,0,0,4.1,0,31.5,118,22,0,,0
2001,FB,6,1,73,242,0,0,4.59,0,0,4.19,0,32,115,0,0,TCU,4
2001,OG,6,2,74,290,0,0,5.28,0,0,4.44,0,31.5,106,28,0,Virginia Tech,5
2001,QB,6,2,74,226,0,0,4.87,0,0,4.27,0,35.5,106,0,0,,0
2001,DT,6,3,75,293,0,0,4.9,0,0,0,0,0,0,22,0,Miami (FL),1
2001,OG,6,4,76,313,0,0,5.33,0,0,4.77,0,30,105,37,0,Arizona State,5
2001,OT,6,5,77,311,0,0,5.29,0,0,4.49,0,0,0,26,0,Purdue,2
2001,ILB,6,1,73,251,0,0,4.77,0,0,0,0,35,111,22,0,Auburn,7
2001,DE,6,5,77,264,0,0,4.88,0,0,0,0,0,0,15,0,,0
2001,TE,6,4,76,236,0,0,4.75,0,0,0,0,36,0,24,0,South Carolina State,6
2001,OC,6,3,75,299,0,0,5.56,0,0,4.99,0,26.5,92,17,0,,0
2001,TE,6,2,74,275,0,0,4.99,0,0,4.26,0,30,106,0,0,Arizona,4
2001,WR,6,4,76,242,0,0,4.76,0,0,0,0,37,127,0,0,Tennessee,6
2001,RB,6,1,73,222,0,0,4.41,0,0,0,0,37.5,0,20,0,Mississippi,1
2001,WR,6,2,74,209,0,0,4.51,0,0,3.99,0,41,129,0,0,Northern Illinois,4
2001,FB,6,2,74,259,0,0,5.31,0,0,4.58,0,30,105,7,0,,0
2001,WR,5,10,70,191,0,0,4.48,0,0,4.18,0,36.5,112,0,0,Kentucky,7
2001,SS,5,11,71,197,0,0,4.62,0,0,4.14,0,38,117,10,0,Kentucky,7
2001,OT,6,6,78,328,0,0,5.33,0,0,4.8,0,33,103,20,0,Penn State,3
2001,QB,6,3,75,207,0,0,4.57,0,0,4.12,0,37.5,124,0,0,Rutgers,5
2001,TE,6,5,77,256,0,0,4.85,0,0,4.15,0,34,113,20,0,Kansas State,3
2001,CB,6,2,74,200,0,0,4.5,0,0,0,0,0,0,17,0,Minnesota,1
2001,QB,6,1,73,205,0,0,4.61,0,0,4.51,0,35,110,0,0,,0
2001,WR,6,1,73,180,0,0,4.51,0,0,4.15,0,34.5,116,0,0,,0
2001,WR,6,1,73,171,0,0,4.57,0,0,4.07,0,37.5,115,0,0,,0
2001,RB,5,10,70,197,0,0,4.44,0,0,0,0,32,0,9,0,Florida State,3
2001,DE,6,5,77,258,0,0,5.03,0,0,4.4,0,38,116,21,0,Northwestern,7
2001,WR,6,1,73,185,0,0,4.46,0,0,4.06,0,39.5,120,0,0,UCLA,1
2001,RB,5,7,67,180,0,0,4.53,0,0,0,0,32.5,0,15,0,,0
2001,DT,6,3,75,342,0,0,5.04,0,0,4.73,0,28.5,99,0,0,Cincinnati,6
2001,CB,5,11,71,193,0,0,4.56,0,0,4.25,0,37.5,119,10,0,,0
2001,WR,6,1,73,211,0,0,4.48,0,0,0,0,33,0,0,0,Kansas State,2
2001,WR,5,10,70,181,0,0,4.31,0,0,0,0,42,0,0,0,Miami (FL),1
2001,CB,5,10,70,190,0,0,4.65,0,0,4.16,0,37,120,13,0,Miami (FL),6
2001,TE,6,2,74,251,0,0,4.95,0,0,4.59,0,27,98,20,0,,0
2001,FS,6,2,74,223,0,0,4.95,0,0,0,0,31.5,112,5,0,,0
2001,WR,5,11,71,195,0,0,4.53,2.6,1.61,3.98,6.86,37,117,0,0,Nebraska,6
2001,FS,5,11,71,203,0,0,4.59,0,0,0,0,0,0,14,0,,0
2001,OG,6,4,76,293,0,0,5.57,0,0,4.18,0,35.5,113,29,0,Temple,4
2001,OG,6,4,76,305,0,0,5.16,0,0,4.72,0,35,107,25,0,Princeton,7
2001,FB,6,1,73,250,0,0,4.63,0,0,4.5,0,31,114,37,0,Kansas,4
2001,FS,6,2,74,221,0,0,4.64,0,0,0,0,0,0,16,0,,0
2001,OC,6,1,73,316,0,0,5.27,0,0,4.61,0,32.5,103,24,0,Purdue,5
2001,TE,6,4,76,252,0,0,5.02,0,0,4.31,0,32,113,16,0,Notre Dame,6
2001,QB,6,2,74,231,0,0,4.78,0,0,4.29,0,35.5,112,0,0,Florida,4
2001,DE,6,3,75,272,0,0,5.01,0,0,4.43,0,30.5,112,22,0,,0
2001,OC,6,4,76,301,0,0,5.36,0,0,4.56,0,28,92,18,0,,0
2001,DE,6,3,75,275,0,0,5.02,0,0,0,0,0,0,31,0,,0
2001,CB,6,1,73,197,0,0,4.51,0,0,0,0,38.5,120,13,0,,0
2001,OLB,6,1,73,257,0,0,4.91,0,0,4.53,0,32.5,106,0,0,Washington,5
2001,ILB,6,2,74,251,0,0,4.76,0,0,0,0,0,0,0,0,Nebraska,4
2001,WR,6,2,74,198,0,0,4.79,0,0,4.22,0,32.5,112,0,0,,0
2001,TE,6,5,77,257,0,0,4.99,0,0,4.45,0,31,102,20,0,,0
2001,OC,6,5,77,298,0,0,5.23,0,0,0,0,34.5,0,19,0,Wisconsin,3
2001,OC,6,2,74,307,0,0,5.13,0,0,4.35,0,33,108,29,0,Nebraska,2
2001,WR,6,1,73,196,0,0,4.34,0,0,0,0,39,0,0,0,Ohio State,7
2001,OG,6,3,75,296,0,0,5.5,0,0,4.77,0,27,92,32,0,,0
2001,DE,6,3,75,267,0,0,4.72,0,0,0,0,0,0,0,0,Florida State,1
2001,DE,6,3,75,264,0,0,4.75,0,0,0,0,0,0,0,0,Minnesota,4
2001,QB,6,3,75,223,0,0,4.73,0,0,4.2,0,31.5,115,0,0,,0
2001,TE,6,5,77,247,0,0,4.84,0,0,4.25,0,32.5,113,7,0,,0
2001,TE,6,5,77,256,0,0,4.75,0,0,4.4,0,34.5,117,16,0,Idaho,7
2001,OG,6,3,75,308,0,0,5.24,0,0,4.58,0,30,106,19,0,Tulane,5
2001,WR,6,2,74,211,0,0,4.61,0,0,0,0,38.5,123,0,0,North Carolina State,1
2001,OT,6,5,77,311,0,0,5.16,0,0,0,0,0,0,23,0,,0
2001,QB,6,5,77,228,0,0,4.74,0,0,4.29,0,34,107,0,0,Iowa State,4
2001,DT,6,5,77,294,0,0,5.06,0,0,4.59,0,31,105,29,0,,0
2001,DT,6,1,73,295,0,0,4.95,0,0,4.3,0,31.5,101,27,0,,0
2001,DE,6,4,76,263,0,0,4.75,0,0,4.03,0,38,119,0,0,TCU,2
2001,CB,5,11,71,208,0,0,4.65,0,0,4.18,0,30,113,0,0,Kentucky State,6
2001,DE,6,6,78,281,0,0,4.86,0,0,4.37,0,35.5,107,23,0,Southern Miss,4
2001,OLB,6,1,73,228,0,0,4.8,0,0,0,0,0,0,19,0,,0
2001,RB,5,11,71,222,0,0,4.71,0,0,0,0,32.5,0,18,0,,0
2001,OT,6,7,79,348,0,0,5.43,0,0,4.66,0,31.5,99,19,0,Washington,5
2001,DT,6,3,75,287,0,0,5.28,0,0,4.52,0,29.5,97,0,0,,0
2001,CB,5,10,70,212,0,0,4.51,0,0,0,0,33.5,114,15,0,Akron,3
2001,DE,6,4,76,267,0,0,4.64,0,0,0,0,34,117,26,0,Missouri,1
2001,DT,6,4,76,299,0,0,5.24,0,0,4.8,0,30,100,0,0,Alabama,3
2001,OG,6,2,74,293,0,0,5.33,0,0,0,0,30,98,21,0,,0
2001,WR,5,9,69,184,0,0,4.41,0,0,4.25,0,38.5,121,0,0,Utah,3
2001,ILB,6,3,75,245,0,0,4.75,0,0,4.15,0,35.5,110,33,0,North Carolina,4
2001,OLB,6,3,75,232,0,0,4.62,0,0,4.5,0,33,119,0,0,USC,4
2001,DT,6,4,76,309,0,0,4.9,0,0,4.72,0,33,110,0,0,Southern Miss,6
2001,OLB,6,4,76,236,0,0,4.74,0,0,4.2,0,37,117,23,0,Vanderbilt,4
2001,TE,6,4,76,251,0,0,4.92,0,0,4.3,0,28.5,106,17,0,,0
2001,TE,6,6,78,256,0,0,4.96,0,0,4.4,0,35.5,109,0,0,Penn State,5
2001,CB,5,11,71,191,0,0,4.51,0,0,0,0,41,127,17,0,Memphis,2
2001,DT,6,6,78,321,0,0,5.13,0,0,4.75,0,30,110,21,0,Georgia,1
2001,OG,6,5,77,315,0,0,5.6,0,0,4.61,0,26,96,22,0,,0
2001,OG,6,4,76,312,0,0,5.3,0,0,0,0,30.5,96,0,0,Miami (OH),6
2001,OT,6,5,77,338,0,0,5.32,0,0,4.83,0,30.5,98,28,0,Illinois,5
2001,WR,5,9,69,192,0,0,4.48,0,0,0,0,32.5,0,0,0,Purdue,5
2001,DE,6,4,76,269,0,0,4.91,0,0,4.53,0,33,109,28,0,Arizona,7
2001,WR,5,11,71,183,0,0,4.4,0,0,3.93,0,35.5,115,0,0,Texas A&M,7
2001,WR,6,3,75,213,0,0,4.43,0,0,0,0,38,0,0,0,Michigan,1
2001,RB,6,2,74,229,0,0,4.58,0,0,4.44,0,32.5,0,20,0,Michigan,2
2001,CB,5,9,69,189,0,0,4.64,0,0,4.24,0,36,118,0,0,,0
2001,OT,6,6,78,336,0,0,5.52,0,0,4.9,0,25,92,19,0,,0
2001,RB,5,10,70,221,0,0,4.46,0,0,4.21,0,40.5,0,18,0,TCU,1
2001,FB,6,1,73,281,0,0,4.72,0,0,0,0,30,0,17,0,,0
2001,DE,6,6,78,260,0,0,4.78,0,0,4.32,0,33.5,120,0,0,Marshall,2
2001,OG,6,3,75,307,0,0,5.42,0,0,0,0,27,0,20,0,,0
2001,QB,6,1,73,223,0,0,4.71,0,0,4.35,0,35.5,115,0,0,Washington,2
2001,ILB,6,3,75,273,0,0,4.8,0,0,0,0,0,0,0,0,Michigan State,7
2001,OG,6,3,75,299,0,0,5.32,0,0,4.53,0,33.5,98,18,0,,0
2001,DE,6,4,76,270,0,0,4.75,0,0,4.08,0,36.5,119,26,0,Nebraska,2
2001,OT,6,6,78,303,0,0,5.28,0,0,4.59,0,34,103,0,0,,0
2001,QB,6,1,73,210,0,0,4.33,0,0,0,0,38,0,0,0,Virginia Tech,1
2001,OG,6,5,77,328,0,0,5.61,0,0,0,0,32.5,94,23,0,,0
2001,DE,6,7,79,287,0,0,5.09,0,0,4.64,0,28,108,26,0,,0
2001,OT,6,5,77,311,0,0,5.17,0,0,4.66,0,31.5,109,24,0,Florida,1
2001,CB,5,11,71,176,0,0,4.51,0,0,4.18,0,39,124,0,0,Southern Miss,5
2001,OG,6,5,77,321,0,0,5.23,0,0,4.89,0,32.5,99,26,0,Washington,6
2001,DE,6,3,75,253,0,0,4.73,0,0,4.46,0,0,0,21,0,,0
2001,WR,6,1,73,198,0,0,4.45,0,0,0,0,36,0,0,0,Miami (FL),1
2001,OLB,6,1,73,236,0,0,4.63,0,0,4.21,0,36.5,115,21,0,Tennessee,3
2001,RB,5,6,66,177,0,0,4.52,0,0,0,0,36,0,23,0,,0
2001,SS,6,1,73,219,0,0,4.68,0,0,0,0,34.5,111,16,0,,0
2001,RB,6,1,73,228,0,0,4.58,0,0,4.4,0,37.5,0,17,0,,0
2001,CB,5,11,71,193,0,0,4.73,0,0,4.4,0,39,118,9,0,,0
2001,TE,6,4,76,237,0,0,4.72,0,0,4.33,0,35.5,119,0,0,,0
2001,CB,5,10,70,183,0,0,4.46,0,0,4.21,0,42.5,130,11,0,Notre Dame,3
2001,CB,5,10,70,188,0,0,4.58,0,0,0,0,36,120,0,0,Vanderbilt,6
2001,OG,6,5,77,299,0,0,5.48,0,0,4.67,0,28.5,103,25,0,LSU,7
2001,WR,6,5,77,230,0,0,4.56,2.63,1.57,4.2,7.37,41,130,0,0,,0
2001,OT,6,5,77,304,0,0,5.2,0,0,0,0,0,0,24,0,Michigan,2
2001,SS,6,3,75,213,0,0,4.53,0,0,0,0,39.5,120,21,0,North Carolina State,3
2001,WR,5,10,70,179,0,0,4.48,0,0,0,0,38,123,0,0,Tennessee,6
2001,ILB,5,11,71,229,0,0,4.63,0,0,0,0,35.5,111,0,0,Vanderbilt,2
2001,OG,6,4,76,345,0,0,5.57,0,0,4.96,0,29.5,97,23,0,Mississippi State,4
2001,DT,6,1,73,310,0,0,5.18,0,0,4.61,0,30,103,23,0,TCU,4
2001,DE,6,3,75,285,0,0,4.97,0,0,4.46,0,0,0,21,0,Mississippi State,6
2001,OG,6,5,77,307,0,0,5.3,0,0,0,0,0,0,22,0,Boston College,7
2000,OT,6,4,76,334,0,0,5.56,0,0,4.98,0,25,94,23,0,Boston College,6
2000,TE,6,3,75,253,0,0,4.97,0,0,4.49,0,29,104,0,0,,0
2000,CB,6,3,75,206,0,0,4.55,0,0,4.15,0,34,123,0,0,Jackson State,1
2000,OLB,6,1,73,237,0,0,4.72,0,0,4.39,0,31,112,21,0,,0
2000,CB,5,10,70,175,0,0,4.44,0,0,4.14,0,35,119,17,0,Wake Forest,4
2000,OT,6,6,78,312,0,0,5.34,0,0,4.73,0,28,96,20,0,Syracuse,7
2000,FS,6,1,73,208,0,0,4.62,0,0,4.32,0,35,114,10,0,Colorado,7
2000,CB,5,10,70,199,0,0,4.44,0,0,4.04,0,37.5,116,16,0,Arkansas,4
2000,CB,6,1,73,192,0,0,4.43,0,0,3.99,0,38.5,124,0,0,Oklahoma,2
2000,OG,6,3,75,312,0,0,5.19,0,0,0,0,0,0,29,0,,0
2000,CB,5,11,71,178,0,0,4.5,0,0,4.2,0,34.5,122,0,0,Mississippi State,5
2000,TE,6,6,78,270,0,0,4.78,0,0,4.08,0,33.5,123,0,0,West Virginia,1
2000,FS,6,2,74,207,0,0,4.62,0,0,4.29,0,39.5,119,15,0,Marshall,2
2000,OG,6,5,77,302,0,0,5.07,0,0,4.58,0,31.5,103,17,0,Colorado,6
2000,ILB,6,2,74,237,0,0,4.78,0,0,4.33,0,31.5,111,21,0,Arizona,4
2000,DE,6,4,76,274,0,0,5.09,0,0,4.49,0,29,105,26,0,Miami (FL),2
2000,SS,6,1,73,201,0,0,4.49,0,0,4.09,0,33,115,12,0,Iowa,6
2000,QB,6,5,77,211,0,0,5.28,0,0,4.38,7.2,24.5,99,0,0,Michigan,6
2000,DT,6,4,76,309,0,0,5.19,0,0,4.7,0,28.5,99,28,0,,0
2000,RB,6,1,73,217,0,0,4.72,0,0,4.39,0,31,107,0,0,,0
2000,RB,5,11,71,216,0,0,4.66,0,0,4.08,0,30,117,0,0,,0
2000,SS,5,10,70,204,0,0,4.59,0,0,4.01,0,36,116,14,0,Nebraska,2
2000,CB,5,10,70,185,0,0,4.55,0,0,0,0,0,0,10,0,Nebraska,5
2000,QB,6,4,76,218,0,0,5.01,0,0,4.87,0,29,101,0,0,,0
2000,DE,6,4,76,260,0,0,4.91,0,0,0,0,0,0,17,0,,0
2000,QB,6,2,74,208,0,0,4.97,0,0,4.34,0,0,100,0,0,West Virginia,6
2000,OLB,6,3,75,244,0,0,4.47,0,0,4.13,0,38,119,0,0,Syracuse,1
2000,QB,6,4,76,206,0,0,5.03,0,0,4.42,0,28.5,107,0,0,,0
2000,WR,6,6,78,231,0,0,4.59,0,0,0,0,33,115,0,0,Michigan State,1
2000,CB,6,1,73,202,0,0,4.53,0,0,4.39,0,36,117,14,0,,0
